"","06520011B0023R","06520067C0018R","06520063C0043R","06520105C0017R","06520092C0017R","06520103C0017R","06520001B0023R","06520022C0017R","06520062C0017R","06520046C0018R","06520101B0017R","06520047C0017R","06520024B0014R","06520080B0023R","06520093C0017R","06520070C0018R","06520023C0018R","06520099B0017R","06520015C0016R","06520019C0023R"
"GeneID:11083",6435,8625,6144,6858,4298,6290,5081,6728,5642,10411,5691,7527,5642,6911,6551,6027,5514,9185,3809,6021
"GeneID:693138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:7779",305,196,670,473,595,1202,457,265,373,536,472,378,442,347,599,673,399,388,522,447
"GeneID:100133985",1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0
"GeneID:51510",2651,1435,1777,2126,1291,2973,2219,2302,1263,3027,1579,2023,1457,2566,2007,2183,4048,1337,1187,2817
"GeneID:400604",0,1,1,1,0,0,0,0,0,0,0,8,1,0,1,1,1,0,0,0
"GeneID:101929172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:3952",0,1,4,1,0,74,6,0,0,19,6,1,1,0,7,1,4,4,7,32
"GeneID:728400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:84239",46,366,39,3428,13,59,30,102,1754,173,99,264,72,3,85,205,141,304,18,97
"GeneID:151534",0,0,2,3,11,12,0,4,1,3,3,5,2,4,5,10,1,8,2,1
"GeneID:23255",53,514,314,1263,363,198,1766,96,2246,3028,231,3586,411,396,205,1150,1706,640,237,2920
"GeneID:51350",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"GeneID:101928287",0,0,0,1,0,0,0,0,1,2,0,9,0,0,0,2,3,0,0,0
"GeneID:100302232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:574469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100129480",0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,50,14,0,0,12
"GeneID:2668",412,4,8,3,1,5,0,1,6,0,0,1,97,21,1,25,10,5,30,45
"GeneID:5931",3875,1869,4028,3005,2045,3284,2488,2524,1547,265,1778,3622,1927,2926,2616,2759,2761,2240,1922,2082
"GeneID:101928431",0,5,1,4,0,0,1,0,2,0,1,0,0,0,0,3,1,0,0,3
"GeneID:102724205",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100616494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:4090",4746,4816,3025,3089,2626,3134,1663,2153,4313,3300,2125,3815,3391,3272,1683,5034,1957,1619,2764,3373
"GeneID:57084",0,0,0,301,0,0,0,0,0,7,0,1025,0,0,0,4,10,0,0,17
"GeneID:9326",864,502,423,548,260,678,293,621,396,677,396,547,812,279,486,466,609,473,242,682
"GeneID:221044",0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,1,0,0,0,1
"GeneID:693173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927155",0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1
"GeneID:283598",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"GeneID:80758",12,14,2,16,8,9,1,11,24,42,11,26,8,6,8,10,24,32,5,22
"GeneID:84548",451,349,526,420,423,552,574,406,410,684,572,612,191,298,547,708,779,772,407,479
"GeneID:654",297,553,115,130,343,49,35,135,13,19,147,35,29,60,89,210,86,108,85,72
"GeneID:2620",36,13,57,96,79,11,1,31,325,137,60,169,2,2,78,46,177,86,59,42
"GeneID:116",0,2,1,5,0,1,0,1,1,37,8,1,24,0,5,467,757,0,8,64
"GeneID:9464",1869,50,0,1578,26,27,1,2,230,32779,3,12510,33,1,1,4441,13834,0,0,5394
"GeneID:3842",10126,6823,5635,11341,5772,7273,7470,7090,5148,12808,5476,25288,15222,8773,6088,7814,8219,7462,4803,6744
"GeneID:256227",16,12,6,47,40,158,1426,8,1,1029,59,26,9,255,89,343,25,285,63,48
"GeneID:23649",1286,821,840,1144,498,1115,1708,1180,632,983,1084,1306,1741,1444,1114,427,398,1392,409,358
"GeneID:319100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GeneID:25786",2,8,4,12,3,3,2,4,2,5,4,3,3,1,5,4,1,13,2,5
"GeneID:8874",2810,1988,2344,4608,3902,2915,2788,2511,3117,4731,3548,5121,5487,4336,3413,5644,5242,4247,3079,9359
"GeneID:84959",117,521,138,400,493,811,262,267,85,194,385,186,135,80,774,626,360,1100,755,1629
"GeneID:246778",0,0,0,1,3,1,0,0,0,0,8,0,1,0,6,1,0,3,0,1
"GeneID:51296",42,85,487,218,305,3296,508,126,62,71,1186,143,288,102,1702,1578,426,782,686,1543
"GeneID:4846",90,150,100,136,1448,372,317,127,73,44,426,279,60,28,309,384,379,193,456,390
"GeneID:23595",1709,1887,1576,2240,1008,1878,1463,1679,1820,2122,1272,2739,2782,1224,1266,1541,1413,1677,925,1623
"GeneID:388507",1012,334,254,1001,314,419,295,537,536,14,303,88,1072,227,226,235,135,202,498,134
"GeneID:100287948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100422931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:7976",664,571,1755,13126,54,432,349,779,1461,2686,431,3075,1378,1518,334,1781,1232,369,439,2755
"GeneID:57664",325,240,702,187,330,406,167,658,230,22,162,104,467,41,248,4191,592,122,1178,691
"GeneID:54852",453,1642,401,34,71,2637,3,458,51,14,16,11,1,0,18,39,4,14,50,157
"GeneID:101929897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GeneID:56547",0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"GeneID:55011",1047,713,578,404,471,639,434,1055,504,809,653,334,796,559,863,446,1075,642,353,331
"GeneID:8567",5095,9403,3017,4770,2765,3686,4269,6058,2864,12183,4371,5590,2810,1821,5564,9973,16196,6812,2503,10716
"GeneID:153201",0,1,6,0,0,2,7,6,14,32,0,0,6,98,1,6,0,0,75,0
"GeneID:101930584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:79661",539,575,369,45,239,110,75,514,612,79,146,48,30,40,523,253,367,499,124,264
"GeneID:10469",1078,815,1088,1395,1010,936,1219,1109,1081,993,676,984,1632,1372,784,968,957,663,657,1049
"GeneID:390648",0,3,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,6
"GeneID:8995",1,4,8,2,26,62,5,6,2,1,4,16,13,0,9,7,5,0,7,4
"GeneID:9132",25,43,47,53,4,19,1,25,113,23,21,232,129,84,13,96,17,14,46,104
"GeneID:595",16804,24687,3368,3091,1467,751,392,24901,2924,15515,645,2615,173,112,928,3839,2634,688,2148,4749
"GeneID:1718",1779,279,2345,958,2576,6474,610,1164,3238,621,1369,1897,1825,3099,936,2629,7910,850,665,1204
"GeneID:127602",867,55,3320,12896,2635,1494,1414,46,5114,1251,193,13699,2047,808,91,1022,457,186,744,3819
"GeneID:10196",1481,723,1701,1263,760,1455,1423,1153,1924,1407,1046,1326,678,1314,906,872,926,1660,464,1218
"GeneID:348808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:922",0,0,3,2,1,3,0,138,13,2,0,8,1,0,244,4,47,0,0,316
"GeneID:101928578",0,2,7,7,4,1,1,3,3,2,0,1,1,0,0,2,1,1,4,1
"GeneID:3044",0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:641365",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100507240",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GeneID:101928353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:113457",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"GeneID:100505716",0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"GeneID:102723706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5294",210,93,411,252,1005,1731,623,225,140,195,2032,158,279,54,2688,559,613,3223,360,744
"GeneID:102465974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:729384",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:220441",39,93,115,289,253,182,41,67,119,23,48,332,85,5,45,95,366,12,308,192
"GeneID:23086",24,70,330,333,61,497,192,468,1341,19,18,49,18,1056,62,70,31,81,49,121
"GeneID:100288798",3,2,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,3,1,0
"GeneID:148170",1,6,0,0,7,1,2,6,4,0,4,1,0,0,3,11,3,1,3,2
"GeneID:6829",3325,3350,3741,3756,3731,3697,7564,3654,3110,5612,4346,3139,4758,4405,5371,4420,4820,6198,2629,4439
"GeneID:729732",426,1139,8,28,2,4,1,374,17,4,7,5,5,104,6,23,5,22,29,24
"GeneID:3860",0,0,66,0,0,3,0,4,2,2,0,0,1,0,4,3,14,0,0,42
"GeneID:34",4341,1838,4290,4367,3029,4933,3495,2355,4169,3468,2445,4150,3320,5426,3418,3374,3875,3489,2927,2858
"GeneID:100169760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102723724",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"GeneID:101928248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GeneID:91012",787,1092,513,860,439,831,677,479,481,1154,796,825,1009,269,693,829,1027,736,538,1120
"GeneID:338",6,15,366,14,302733,73600,28,7,66,174,99,10,4,0,25,58,8,54,52,101
"GeneID:81037",1594,2198,1082,1539,2003,2916,3002,1502,1459,1905,2142,2480,2752,1607,3381,1630,2699,2556,1619,1509
"GeneID:9350",57,223,7,74,3,14035,0,105,9,17,21,6,1,0,0,14,67,0,2,12
"GeneID:5224",13,107,55,26,10,29,8,4,922,85,9,72,148,2,25,118,792,9,50,189
"GeneID:102724831",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54928",2712,2048,1518,3305,2161,3581,6781,872,1983,1426,1244,1495,3206,4763,1259,1889,2187,1034,2651,1513
"GeneID:204",10938,8047,9174,7608,7922,8312,8532,7628,15717,10506,10857,10436,9769,17888,7981,10239,8092,9009,6695,9666
"GeneID:55793",506,432,364,539,383,296,204,883,667,346,170,1060,136,265,245,1171,625,198,296,338
"GeneID:8842",38,10,177,154,7,2552,6,68,9,15,16,22,1082,2,2,12,7,15,16,19
"GeneID:10036",3248,1230,1719,2637,966,1612,1908,1889,795,1979,1645,2864,4780,2383,1582,420,476,1765,635,393
"GeneID:6519",26,26,74,35,9,215,9,35,12,96,14,7,21,0,22,23,14,14,4,35
"GeneID:440145",188,98,84,114,41,139,88,96,113,200,80,170,178,286,98,96,158,89,68,138
"GeneID:60561",1362,1458,837,1639,1119,999,2067,1076,1493,2316,1292,3121,2184,947,1264,1236,1290,1728,903,1237
"GeneID:2196",6,18,4303,16,1,4,875,429,93,110,6,14,5,8835,23,62,16,14,606,51
"GeneID:64344",29,266,30,4119,12,106,218,930,264,4,5,78,318,81,68,170,8,31,17,30
"GeneID:3191",9250,4713,5388,4731,3977,7044,7488,7900,4101,6428,5626,5840,8355,7920,6695,4508,4148,5647,3395,3860
"GeneID:102724676",0,0,0,1,1,0,0,0,8,0,0,17,4,0,0,1,0,0,0,4
"GeneID:2299",0,0,8,0,1,62,0,0,0,5,0,0,1,0,0,0,0,0,0,0
"GeneID:84720",1046,905,820,1121,615,1058,818,1279,1098,1075,996,760,935,867,945,848,886,1233,518,1119
"GeneID:23081",1159,1037,1446,1798,1740,3052,1223,1626,2068,1023,3568,1581,2503,956,4613,2744,2627,8921,1509,2698
"GeneID:84332",5,2,35,8,14,6,0,2,221,21,5,4,2,2,0,1,1,0,0,0
"GeneID:102465862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:81025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2828",17,16,30,37,121,59,35,13,5,11,30,39,8,15,21,62,38,7,46,136
"GeneID:3015",1819,411,762,1228,807,1300,1470,899,477,1232,1157,1565,2153,2465,1417,678,700,866,740,518
"GeneID:8417",1034,721,1514,1166,929,2767,1211,848,795,728,1249,565,726,751,1975,2025,2030,1925,1242,2189
"GeneID:448834",0,0,5,0,0,15,0,0,0,0,0,0,5,4,0,0,0,12,0,0
"GeneID:10312",882,283,508,396,2375,3244,2061,938,791,766,6344,497,549,828,7205,1260,926,5932,2720,3509
"GeneID:339453",29,45,50,58,15,15,4,31,121,49,6,91,21,0,12,65,116,12,33,85
"GeneID:23588",2296,2256,1474,1471,1096,1718,1124,2304,1710,1961,1035,1540,1114,1094,899,1644,2170,1241,1040,1549
"GeneID:5149",1,1,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1
"GeneID:727684",0,0,0,0,1,0,1,2,0,2,0,2,0,0,0,1,1,0,0,5
"GeneID:90321",1578,905,1026,1329,715,852,766,1371,1148,1710,846,1100,1389,800,967,747,691,1340,1194,764
"GeneID:7504",6,3,336,124,4,6,1,3,37,238,15,794,15,32,86,397,276,41,3,348
"GeneID:102725197",0,11,9,7,3,2,1,1,4,3,1,4,2,0,3,7,0,6,3,8
"GeneID:23612",80,199,73,112,47,86,44,148,77,31,38,61,135,33,58,332,108,35,175,88
"GeneID:2492",0,6,8,0,10,1332,2,0,6,9,0,4,3,0,0,77,32,0,0,32
"GeneID:350383",0,3,14,1,7,8,5,54,0,0,5,0,9,0,14,3,2,14,4,8
"GeneID:81893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101926992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:166336",80,541,3731,444,716,554,1248,119,176,993,1186,271,244,618,341,2182,1286,314,1932,2381
"GeneID:389015",0,0,2,764,0,9,1,0,0,22,23,0,0,0,2,0,0,25,0,2
"GeneID:101930489",0,0,1,5,7,2,8,3,1,0,2,4,1,0,10,1,2,4,13,4
"GeneID:3475",1298,1183,1687,3806,2798,1663,3115,1367,2812,7718,2675,6114,1871,3450,2028,5451,2412,2418,2189,5742
"GeneID:11166",3,0,0,811,19,396,8,0,0,0,6,2,1,6,0,1,0,4,0,4
"GeneID:554045",0,0,8,4,0,0,0,0,0,0,3,0,0,0,7,0,0,10,0,2
"GeneID:6347",122,72,259,385,492,3968,145,71,270,334,1970,327,309,14,1845,2807,717,551,1091,4196
"GeneID:100128496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:400046",0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"GeneID:100653005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:256076",0,2,16,1,1543,17,7,2,76,30,26866,3,14,2,997,60,23,1528,7,16
"GeneID:100652749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928123",12,10,0,0,0,5,3,6,6,0,1,0,7,0,7,13,6,19,5,5
"GeneID:101930473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:163",7973,8182,5025,10688,5559,8237,7140,7390,8500,10440,5253,9004,8185,3598,7194,10266,18934,7948,5627,14057
"GeneID:442229",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2
"GeneID:1551",1,145,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2002",828,893,890,564,542,664,1139,846,657,1116,881,1241,305,667,778,703,480,1031,623,670
"GeneID:9771",421,270,1286,535,2376,1457,1023,306,485,2101,578,749,154,436,840,2781,1526,442,582,663
"GeneID:101929451",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"GeneID:100874093",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:115908",337,429,135,165,6114,6074,15584,295,1391,17,5228,548,547,2796,1004,563,820,1006,8260,723
"GeneID:4864",4887,2211,3348,6228,6399,14275,5266,4581,3066,7573,11353,7499,6051,10455,10402,8618,4742,11856,4445,12179
"GeneID:653483",9,38,500,150,40,42,4,182,439,68,14,58,3,94,8,40,31,0,7,41
"GeneID:5992",0,1,26,337,0,11,0,0,0,0,0,176,9,0,0,4,0,0,0,0
"GeneID:646802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:10927",2068,1686,1417,1353,686,1405,1137,2471,1532,1600,518,1126,1001,1112,520,1590,1635,450,1535,1793
"GeneID:102725161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:91368",108,150,74,89,55,103,53,131,162,158,34,216,108,91,51,114,171,65,49,89
"GeneID:644903",0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GeneID:101060091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:407024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:112869",399,560,301,260,173,312,203,589,280,300,328,549,219,232,487,291,283,493,222,305
"GeneID:5434",1198,1124,798,994,791,1429,1263,1504,707,779,807,659,1386,950,1207,768,1083,930,652,936
"GeneID:3265",501,536,317,433,215,520,336,345,252,882,179,501,633,336,268,559,1553,310,262,916
"GeneID:101927822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:127385",0,0,0,0,2,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0
"GeneID:100505658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:3783",10,179,10,255,18,177,67,103,342,10,346,6,13,40,395,22,42,331,125,75
"GeneID:6041",300,371,433,81,520,810,629,354,395,1370,702,430,145,435,1285,1312,1115,1506,660,465
"GeneID:121006",0,2,3,0,2,2,0,1,0,0,1,0,2,0,0,8,0,0,4,1
"GeneID:101929996",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GeneID:56938",178,56,1072,626,745,727,345,181,30,445,1461,674,121,1940,1235,342,420,1212,494,1156
"GeneID:7767",1747,1197,1382,1903,1963,977,1290,2265,1549,2614,1523,1208,2314,977,2104,1576,1786,2978,2759,1534
"GeneID:55636",1169,928,8866,33966,8155,10674,7355,874,1101,15733,8833,12990,45845,8059,8293,9583,4708,14952,4378,12968
"GeneID:84996",2,3,0,3,2,1,3,0,0,6,4,3,5,0,0,0,1,2,0,1
"GeneID:1440",0,0,0,0,0,5,0,0,1,0,37,1,2,0,18,23,0,14,1,10
"GeneID:100422907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26151",550,415,644,433,527,421,650,655,515,995,502,805,850,805,432,596,846,368,320,523
"GeneID:404744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:83875",251,133,477,173,139,102,74,402,239,56,192,89,92,12,127,377,248,288,169,730
"GeneID:84085",1250,837,2010,2110,1174,1816,1717,733,1054,3366,1028,2716,1813,1832,1116,2866,1497,1278,1104,2720
"GeneID:83955",67,81,42,17,12,14,11,24,41,7,10,30,52,62,7,18,9,3,1,15
"GeneID:153910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"GeneID:123099",20,12,16,15,0,14,1,13,26,1,4,0,12,0,7,15,8,1,3,20
"GeneID:100302261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100422955",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102723762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:751816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9045",21965,21760,12998,8524,7305,10208,4708,17725,22356,3872,8543,13235,22061,6788,11267,5608,7239,13830,7418,9502
"GeneID:815",9,3,47,988,17,35,138,0,17,92,23,260,38,2,2,1476,1898,1,117,514
"GeneID:55705",5943,5396,4705,7274,4283,6238,4740,4224,4701,10797,4338,14258,10772,6686,4017,5475,5400,5412,3511,5775
"GeneID:10672",2031,875,2197,1628,1264,4578,1305,1566,1438,4851,1888,3812,2188,3165,3240,4576,3451,3731,1354,6854
"GeneID:55758",3042,2597,4287,4374,1640,2930,1652,2730,3619,6024,2955,8870,3607,2852,2676,3697,3228,4118,1935,3918
"GeneID:101928770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:286257",280,246,310,323,229,276,175,276,245,290,378,287,259,372,404,288,295,770,163,505
"GeneID:102724082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1052",9,33,99,17,340,161,53,88,57,12,124,44,30,37,133,532,26,64,196,306
"GeneID:158724",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:148198",2,160,7,4,14,33,77,7,9,0,0,7,549,100,32,10,20,2,89,74
"GeneID:153579",30,23,416,14,781,7,283,122,54,68,40,3,26,0,149,205,91,31,232,189
"GeneID:441212",66,68,49,84,39,35,141,69,54,69,23,155,79,130,41,90,82,20,76,83
"GeneID:101927352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GeneID:51316",27,27,37,342,36,404,491,60,16,110,600,36,68,141,2990,100,430,3752,115,190
"GeneID:84522",396,193,178,358,222,491,461,558,368,163,410,325,418,144,389,315,495,388,187,234
"GeneID:7434",5,2,7,36,5,88,3,6,0,3,32,21,4018,0,57,121,156,43,44,15
"GeneID:386724",49,50,78,125,69,147,191,42,158,48,132,121,131,113,147,95,75,85,98,107
"GeneID:100873766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100506405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:337969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100507203",0,0,0,0,35,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GeneID:283922",1162,1480,1361,1351,718,727,617,928,916,54,971,1230,864,1072,965,1074,822,1951,626,929
"GeneID:5395",2574,2821,2553,2857,1798,1856,2171,2419,2576,5020,1877,3377,2863,2862,1881,2210,3347,3210,1154,1871
"GeneID:100302277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1326",58,158,773,336,764,2174,465,864,231,134,2894,284,236,112,2251,1823,462,3494,452,1926
"GeneID:102723956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724094",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"GeneID:2891",6,1,0,6592,22,0,2,0,4,6436,0,7197,174,24,0,2150,5257,2,7,4219
"GeneID:100885781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6723",826,1399,246,558,514,467,1109,434,497,203,554,761,320,662,568,400,447,414,537,311
"GeneID:283422",0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55187",13689,12588,12767,16373,12911,11124,13082,13015,11645,8472,14763,11228,6751,16415,16885,20138,18270,31359,10479,24145
"GeneID:100126800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:285941",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55832",10614,12231,7046,9190,4892,6650,8309,5691,8176,7725,5356,6113,8688,5429,5368,6133,6651,6940,5695,7696
"GeneID:976",2101,1685,1209,218,1560,1888,1933,3216,2697,339,3697,330,645,423,6335,1787,1337,3478,1247,3999
"GeneID:642778",1,3,0,0,0,0,3,1,31,1,0,7,172,0,0,1,3,0,8,40
"GeneID:339978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:57678",1518,1716,1187,1156,834,1789,3157,2082,1817,2163,732,2026,2182,1123,886,1276,2198,648,1456,955
"GeneID:207147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54512",147,420,123,122,143,144,214,187,231,187,131,123,143,120,160,105,229,154,55,128
"GeneID:25960",1303,2648,697,303,2686,1014,1662,2411,3548,96,1616,927,407,1855,1478,1705,1355,1306,2208,1234
"GeneID:283298",140,150,436,45,576,322,78,131,860,47,342,67,115,64,375,641,399,170,918,148
"GeneID:6281",178,215,346,175,531,3817,2664,559,1788,53,781,190,135,4954,778,1040,271,297,1701,1338
"GeneID:25973",79,51,131,78,31,76,73,85,71,78,47,60,85,42,55,70,67,27,22,40
"GeneID:51343",776,626,768,870,410,732,546,1257,583,985,777,808,1148,681,1023,1066,1505,1383,494,1408
"GeneID:1536",1102,747,4183,1904,4339,24623,8492,2271,1056,1501,19670,2307,4292,633,25167,4646,4602,18029,3001,9058
"GeneID:102725214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:118738",0,3,109,16,0,7,0,3,0,22,2,42,175,0,1,18,28,7,9,0
"GeneID:26960",8128,6624,4231,15508,1090,1348,379,5314,8026,24206,2185,20423,3509,438,3217,17237,16120,5244,978,21396
"GeneID:25871",4676,2489,1744,1682,1037,2097,1083,2843,1867,1900,1424,1405,1427,2137,1805,1351,1514,2133,1116,1609
"GeneID:4951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100113381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100616305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1534",188,97,80,111,137,160,137,438,136,2621,187,102,229,79,161,1260,6393,87,160,564
"GeneID:124540",1315,1603,7178,7831,1574,2079,978,2055,1123,5084,2982,4712,7904,2396,1819,2761,4849,3614,589,2915
"GeneID:146562",6,5,21,5,7,1,18,5,0,12,8,12,6,0,1,5,11,0,3,8
"GeneID:11031",289,571,665,8134,1762,2983,6118,405,849,96,1509,616,522,2559,1266,1679,1019,682,3538,2436
"GeneID:51330",6,16,3,37,38,78,103,7,11,0,82,17,12,70,13,78,31,10,128,164
"GeneID:92105",974,736,808,1462,610,937,888,1274,1134,702,1058,984,1060,1336,1232,942,700,1965,747,1036
"GeneID:84958",21,13,368,6,56,42,12,392,25,34,350,1,27,68,698,16,144,961,18,62
